household_key,COMMODITY_DESC,filter_reason,reference_week
96,FLUID MILK PRODUCTS,recent_purchase,46
96,HAIR CARE PRODUCTS,recent_purchase,46
96,HAND/BODY/FACIAL PRODUCTS,recent_purchase,46
96,ICE CREAM/MILK/SHERBTS,recent_purchase,46
96,ONIONS,recent_purchase,46
96,PEPPERS-ALL,recent_purchase,46
96,PLASTIC HOUSEWARES,recent_purchase,46
96,PORK,recent_purchase,46
96,SOFT DRINKS,recent_purchase,46
96,TOMATOES,recent_purchase,46
96,YOGURT,recent_purchase,46
97,APPLES,recent_purchase,46
97,BACON,recent_purchase,46
97,BAG SNACKS,recent_purchase,46
97,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
97,BAKED SWEET GOODS,recent_purchase,46
97,BAKING MIXES,recent_purchase,46
97,BATH TISSUES,recent_purchase,46
97,BEEF,recent_purchase,46
97,BEERS/ALES,recent_purchase,46
97,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
97,CHEESE,recent_purchase,46
97,CIGARETTES,recent_purchase,46
97,COLD CEREAL,recent_purchase,46
97,CONDIMENTS/SAUCES,recent_purchase,46
97,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
97,DELI MEATS,recent_purchase,46
97,DINNER MXS:DRY,recent_purchase,46
97,DRY NOODLES/PASTA,recent_purchase,46
97,DRY SAUCES/GRAVY,recent_purchase,46
97,EGGS,recent_purchase,46
97,FLUID MILK PRODUCTS,recent_purchase,46
97,FROZEN PIZZA,recent_purchase,46
97,HISPANIC,recent_purchase,46
97,ICE CREAM/MILK/SHERBTS,recent_purchase,46
97,ONIONS,recent_purchase,46
97,PASTA SAUCE,recent_purchase,46
97,PNT BTR/JELLY/JAMS,recent_purchase,46
97,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
97,SEAFOOD - SHELF STABLE,recent_purchase,46
97,SMOKED MEATS,recent_purchase,46
97,TROPICAL FRUIT,recent_purchase,46
97,YOGURT,recent_purchase,46
98,BAG SNACKS,recent_purchase,46
98,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
98,BAKED SWEET GOODS,recent_purchase,46
98,BEEF,recent_purchase,46
98,CANDY - CHECKLANE,recent_purchase,46
98,CANNED JUICES,recent_purchase,46
98,CHICKEN,recent_purchase,46
98,COLD CEREAL,recent_purchase,46
98,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
98,COOKIES/CONES,recent_purchase,46
98,COUPON/MISC ITEMS,recent_purchase,46
98,DINNER SAUSAGE,recent_purchase,46
98,DRY BN/VEG/POTATO/RICE,recent_purchase,46
98,EGGS,recent_purchase,46
98,FRZN MEAT/MEAT DINNERS,recent_purchase,46
98,FRZN NOVELTIES/WTR ICE,recent_purchase,46
98,FRZN POTATOES,recent_purchase,46
98,FRZN VEGETABLE/VEG DSH,recent_purchase,46
98,LUNCHMEAT,recent_purchase,46
98,MARGARINES,recent_purchase,46
98,MEAT - SHELF STABLE,recent_purchase,46
98,PAPER TOWELS,recent_purchase,46
98,PORK,recent_purchase,46
98,REFRGRATD JUICES/DRNKS,recent_purchase,46
98,SEAFOOD - SHELF STABLE,recent_purchase,46
98,SHORTENING/OIL,recent_purchase,46
98,SOFT DRINKS,recent_purchase,46
98,STATIONERY & SCHOOL SUPPLIES,recent_purchase,46
98,WAREHOUSE SNACKS,recent_purchase,46
99,BAKED SWEET GOODS,recent_purchase,46
99,BEEF,recent_purchase,46
99,BREAKFAST SWEETS,recent_purchase,46
99,CANDLES/ACCESSORIES,recent_purchase,46
99,CANDY - PACKAGED,recent_purchase,46
99,CITRUS,recent_purchase,46
99,CONDIMENTS/SAUCES,recent_purchase,46
99,CRACKERS/MISC BKD FD,recent_purchase,46
99,DELI MEATS,recent_purchase,46
99,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
99,FIRST AID PRODUCTS,recent_purchase,46
99,FRZN VEGETABLE/VEG DSH,recent_purchase,46
99,ONIONS,recent_purchase,46
99,PNT BTR/JELLY/JAMS,recent_purchase,46
99,PREPARED FOOD,recent_purchase,46
99,REFRGRATD JUICES/DRNKS,recent_purchase,46
99,SALADS/DIPS,recent_purchase,46
99,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
99,SOFT DRINKS,recent_purchase,46
99,TOMATOES,recent_purchase,46
99,TROPICAL FRUIT,recent_purchase,46
101,BAG SNACKS,recent_purchase,46
101,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
101,BEANS - CANNED GLASS & MW,recent_purchase,46
101,BEEF,recent_purchase,46
101,CANNED JUICES,recent_purchase,46
101,CHEESE,recent_purchase,46
101,CHICKEN,recent_purchase,46
101,CONDIMENTS/SAUCES,recent_purchase,46
101,COUPON/MISC ITEMS,recent_purchase,46
101,DINNER MXS:DRY,recent_purchase,46
101,DINNER SAUSAGE,recent_purchase,46
101,EGGS,recent_purchase,46
101,FLUID MILK PRODUCTS,recent_purchase,46
101,FROZEN BREAD/DOUGH,recent_purchase,46
101,FROZEN PIZZA,recent_purchase,46
101,FRZN NOVELTIES/WTR ICE,recent_purchase,46
101,FRZN POTATOES,recent_purchase,46
101,HOT DOGS,recent_purchase,46
101,ICE CREAM/MILK/SHERBTS,recent_purchase,46
101,LIQUOR,recent_purchase,46
101,LUNCHMEAT,recent_purchase,46
101,MARGARINES,recent_purchase,46
101,MEAT - MISC,recent_purchase,46
101,MEAT - SHELF STABLE,recent_purchase,46
101,MILK BY-PRODUCTS,recent_purchase,46
101,PASTA SAUCE,recent_purchase,46
101,PORK,recent_purchase,46
101,POTATOES,recent_purchase,46
101,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
101,REFRGRATD JUICES/DRNKS,recent_purchase,46
101,SHORTENING/OIL,recent_purchase,46
101,SOFT DRINKS,recent_purchase,46
101,SOUP,recent_purchase,46
101,SUGARS/SWEETNERS,recent_purchase,46
101,VEGETABLES - SHELF STABLE,recent_purchase,46
103,CANDY - PACKAGED,recent_purchase,46
103,SOFT DRINKS,recent_purchase,46
104,BAG SNACKS,recent_purchase,46
104,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
104,BEEF,recent_purchase,46
104,BERRIES,recent_purchase,46
104,CANNED JUICES,recent_purchase,46
104,CARROTS,recent_purchase,46
104,CHEESE,recent_purchase,46
104,CHEESES,recent_purchase,46
104,CHICKEN,recent_purchase,46
104,COLD CEREAL,recent_purchase,46
104,CONDIMENTS/SAUCES,recent_purchase,46
104,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
104,COOKIES,recent_purchase,46
104,COUPON/MISC ITEMS,recent_purchase,46
104,CRACKERS/MISC BKD FD,recent_purchase,46
104,DELI MEATS,recent_purchase,46
104,EGGS,recent_purchase,46
104,FLUID MILK PRODUCTS,recent_purchase,46
104,FROZEN PIZZA,recent_purchase,46
104,FRUIT - SHELF STABLE,recent_purchase,46
104,FRZN BREAKFAST FOODS,recent_purchase,46
104,FRZN NOVELTIES/WTR ICE,recent_purchase,46
104,HISPANIC,recent_purchase,46
104,ICE CREAM/MILK/SHERBTS,recent_purchase,46
104,LUNCHMEAT,recent_purchase,46
104,MEAT - SHELF STABLE,recent_purchase,46
104,MILK BY-PRODUCTS,recent_purchase,46
104,MISC. DAIRY,recent_purchase,46
104,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
104,POTATOES,recent_purchase,46
104,PWDR/CRYSTL DRNK MX,recent_purchase,46
104,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
104,SALAD MIX,recent_purchase,46
104,SOFT DRINKS,recent_purchase,46
104,SOUP,recent_purchase,46
104,SPICES & EXTRACTS,recent_purchase,46
104,TROPICAL FRUIT,recent_purchase,46
104,TURKEY,recent_purchase,46
104,VEGETABLES - ALL OTHERS,recent_purchase,46
104,VEGETABLES - SHELF STABLE,recent_purchase,46
104,YOGURT,recent_purchase,46
105,BAG SNACKS,recent_purchase,46
105,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
105,BAKED SWEET GOODS,recent_purchase,46
105,BAKING MIXES,recent_purchase,46
105,BEEF,recent_purchase,46
105,BERRIES,recent_purchase,46
105,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
105,CANNED JUICES,recent_purchase,46
105,CHEESE,recent_purchase,46
105,CITRUS,recent_purchase,46
105,COLD CEREAL,recent_purchase,46
105,CRACKERS/MISC BKD FD,recent_purchase,46
105,DELI MEATS,recent_purchase,46
105,DRY BN/VEG/POTATO/RICE,recent_purchase,46
105,EGGS,recent_purchase,46
105,FLUID MILK PRODUCTS,recent_purchase,46
105,FRUIT - SHELF STABLE,recent_purchase,46
105,FRZN MEAT/MEAT DINNERS,recent_purchase,46
105,FRZN NOVELTIES/WTR ICE,recent_purchase,46
105,LUNCHMEAT,recent_purchase,46
105,MARGARINES,recent_purchase,46
105,MEAT - SHELF STABLE,recent_purchase,46
105,MILK BY-PRODUCTS,recent_purchase,46
105,ONIONS,recent_purchase,46
105,PNT BTR/JELLY/JAMS,recent_purchase,46
105,PORK,recent_purchase,46
105,POTATOES,recent_purchase,46
105,ROLLS,recent_purchase,46
105,SALAD MIX,recent_purchase,46
105,SOUP,recent_purchase,46
105,SUGARS/SWEETNERS,recent_purchase,46
105,TROPICAL FRUIT,recent_purchase,46
105,VALUE ADDED FRUIT,recent_purchase,46
105,VEGETABLES - ALL OTHERS,recent_purchase,46
105,VEGETABLES - SHELF STABLE,recent_purchase,46
105,YOGURT,recent_purchase,46
107,CANDY - CHECKLANE,recent_purchase,46
107,DIAPERS & DISPOSABLES,recent_purchase,46
107,INFANT FORMULA,recent_purchase,46
107,SOFT DRINKS,recent_purchase,46
108,BAG SNACKS,recent_purchase,46
108,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
108,BAKED SWEET GOODS,recent_purchase,46
108,BERRIES,recent_purchase,46
108,CHEESE,recent_purchase,46
108,CITRUS,recent_purchase,46
108,COLD CEREAL,recent_purchase,46
108,COOKIES/CONES,recent_purchase,46
108,DIAPERS & DISPOSABLES,recent_purchase,46
108,DISHWASH DETERGENTS,recent_purchase,46
108,EGGS,recent_purchase,46
108,FLUID MILK PRODUCTS,recent_purchase,46
108,HOT CEREAL,recent_purchase,46
108,MEAT - SHELF STABLE,recent_purchase,46
108,MISC. DAIRY,recent_purchase,46
108,PEPPERS-ALL,recent_purchase,46
108,SOFT DRINKS,recent_purchase,46
108,TOMATOES,recent_purchase,46
108,TROPICAL FRUIT,recent_purchase,46
108,VEGETABLES SALAD,recent_purchase,46
108,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
108,YOGURT,recent_purchase,46
109,APPLES,recent_purchase,46
109,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
109,BAKING NEEDS,recent_purchase,46
109,CANDY - PACKAGED,recent_purchase,46
109,CHEESE,recent_purchase,46
109,DRY BN/VEG/POTATO/RICE,recent_purchase,46
109,DRY NOODLES/PASTA,recent_purchase,46
109,ELECTRICAL SUPPPLIES,recent_purchase,46
109,FLUID MILK PRODUCTS,recent_purchase,46
109,FROZEN PIE/DESSERTS,recent_purchase,46
109,LUNCHMEAT,recent_purchase,46
109,MILK BY-PRODUCTS,recent_purchase,46
109,PNT BTR/JELLY/JAMS,recent_purchase,46
109,POPCORN,recent_purchase,46
109,POTATOES,recent_purchase,46
109,SOFT DRINKS,recent_purchase,46
109,SOUP,recent_purchase,46
109,TROPICAL FRUIT,recent_purchase,46
109,VEGETABLES - SHELF STABLE,recent_purchase,46
109,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
109,YOGURT,recent_purchase,46
110,BAG SNACKS,recent_purchase,46
110,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
110,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
110,CANDY - PACKAGED,recent_purchase,46
110,CARROTS,recent_purchase,46
110,CHEESE,recent_purchase,46
110,COLD CEREAL,recent_purchase,46
110,COOKIES/CONES,recent_purchase,46
110,CRACKERS/MISC BKD FD,recent_purchase,46
110,DINNER SAUSAGE,recent_purchase,46
110,EGGS,recent_purchase,46
110,FROZEN PIE/DESSERTS,recent_purchase,46
110,FRZN NOVELTIES/WTR ICE,recent_purchase,46
110,MARGARINES,recent_purchase,46
110,PEPPERS-ALL,recent_purchase,46
110,PNT BTR/JELLY/JAMS,recent_purchase,46
110,REFRGRATD JUICES/DRNKS,recent_purchase,46
110,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
110,SEAFOOD - SHELF STABLE,recent_purchase,46
110,SOAP - LIQUID & BAR,recent_purchase,46
110,SOFT DRINKS,recent_purchase,46
110,SUGARS/SWEETNERS,recent_purchase,46
110,TROPICAL FRUIT,recent_purchase,46
110,VEGETABLES - ALL OTHERS,recent_purchase,46
110,YOGURT,recent_purchase,46
111,BEEF,recent_purchase,46
111,CANDY - PACKAGED,recent_purchase,46
111,CANNED JUICES,recent_purchase,46
111,CHEESE,recent_purchase,46
111,EGGS,recent_purchase,46
111,FACIAL TISS/DNR NAPKIN,recent_purchase,46
111,FROZEN MEAT,recent_purchase,46
111,FROZEN PIZZA,recent_purchase,46
111,FRZN MEAT/MEAT DINNERS,recent_purchase,46
111,LUNCHMEAT,recent_purchase,46
111,MILK BY-PRODUCTS,recent_purchase,46
111,PAPER TOWELS,recent_purchase,46
111,SALADS/DIPS,recent_purchase,46
111,SOUP,recent_purchase,46
111,VEGETABLES - ALL OTHERS,recent_purchase,46
112,COLD AND FLU,recent_purchase,46
112,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
112,COUPON/MISC ITEMS,recent_purchase,46
112,DEODORANTS,recent_purchase,46
112,FLUID MILK PRODUCTS,recent_purchase,46
112,ORAL HYGIENE PRODUCTS,recent_purchase,46
112,SOFT DRINKS,recent_purchase,46
112,VITAMINS,recent_purchase,46
113,AIR CARE,recent_purchase,46
113,BACON,recent_purchase,46
113,BAG SNACKS,recent_purchase,46
113,BAKING NEEDS,recent_purchase,46
113,BEEF,recent_purchase,46
113,BREAD,recent_purchase,46
113,BROOMS AND MOPS,recent_purchase,46
113,BUTTER,recent_purchase,46
113,CANDY - PACKAGED,recent_purchase,46
113,CANNED JUICES,recent_purchase,46
113,CARROTS,recent_purchase,46
113,CITRUS,recent_purchase,46
113,COOKIES/CONES,recent_purchase,46
113,COUPON/MISC ITEMS,recent_purchase,46
113,DELI MEATS,recent_purchase,46
113,DISHWASH DETERGENTS,recent_purchase,46
113,DRY BN/VEG/POTATO/RICE,recent_purchase,46
113,EGGS,recent_purchase,46
113,ELECTRICAL SUPPPLIES,recent_purchase,46
113,FACIAL TISS/DNR NAPKIN,recent_purchase,46
113,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
113,FROZEN PIE/DESSERTS,recent_purchase,46
113,FRZN MEAT/MEAT DINNERS,recent_purchase,46
113,HISPANIC,recent_purchase,46
113,HOT CEREAL,recent_purchase,46
113,ICE CREAM/MILK/SHERBTS,recent_purchase,46
113,MAKEUP AND TREATMENT,recent_purchase,46
113,MILK BY-PRODUCTS,recent_purchase,46
113,MOLASSES/SYRUP/PANCAKE MIXS,recent_purchase,46
113,POPCORN,recent_purchase,46
113,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
113,REFRGRATD JUICES/DRNKS,recent_purchase,46
113,SOAP - LIQUID & BAR,recent_purchase,46
113,SOFT DRINKS,recent_purchase,46
113,SPICES & EXTRACTS,recent_purchase,46
113,TROPICAL FRUIT,recent_purchase,46
113,VEGETABLES - ALL OTHERS,recent_purchase,46
113,VEGETABLES SALAD,recent_purchase,46
113,YOGURT,recent_purchase,46
114,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
114,COOKIES,recent_purchase,46
114,COUPON/MISC ITEMS,recent_purchase,46
114,CRACKERS/MISC BKD FD,recent_purchase,46
114,FLUID MILK PRODUCTS,recent_purchase,46
114,FROZEN PIZZA,recent_purchase,46
114,FRZN BREAKFAST FOODS,recent_purchase,46
114,SALAD MIX,recent_purchase,46
114,SOFT DRINKS,recent_purchase,46
114,SOUP,recent_purchase,46
114,VITAMINS,recent_purchase,46
115,APPLES,recent_purchase,46
115,BEERS/ALES,recent_purchase,46
115,BERRIES,recent_purchase,46
115,CANNED JUICES,recent_purchase,46
115,CRACKERS/MISC BKD FD,recent_purchase,46
115,DELI MEATS,recent_purchase,46
115,FRUIT - SHELF STABLE,recent_purchase,46
115,FRZN MEAT/MEAT DINNERS,recent_purchase,46
115,FRZN NOVELTIES/WTR ICE,recent_purchase,46
115,GRAPES,recent_purchase,46
115,HOT DOGS,recent_purchase,46
115,MEAT - SHELF STABLE,recent_purchase,46
115,SEAFOOD - FROZEN,recent_purchase,46
115,SEAFOOD - SHELF STABLE,recent_purchase,46
115,SOUP,recent_purchase,46
115,TROPICAL FRUIT,recent_purchase,46
115,WATER - CARBONATED/FLVRD DRINK,recent_purchase,46
116,BAKED SWEET GOODS,recent_purchase,46
116,BEEF,recent_purchase,46
116,BEERS/ALES,recent_purchase,46
116,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
116,CHEESE,recent_purchase,46
116,CONDIMENTS/SAUCES,recent_purchase,46
116,DINNER SAUSAGE,recent_purchase,46
116,ELECTRICAL SUPPPLIES,recent_purchase,46
116,FLUID MILK PRODUCTS,recent_purchase,46
116,PASTA SAUCE,recent_purchase,46
116,REFRGRATD JUICES/DRNKS,recent_purchase,46
116,SALAD MIX,recent_purchase,46
116,VEGETABLES - ALL OTHERS,recent_purchase,46
117,APPLES,recent_purchase,46
117,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
117,BAKING NEEDS,recent_purchase,46
117,CANDY - PACKAGED,recent_purchase,46
117,CANNED JUICES,recent_purchase,46
117,CHEESE,recent_purchase,46
117,CRACKERS/MISC BKD FD,recent_purchase,46
117,DRY BN/VEG/POTATO/RICE,recent_purchase,46
117,EGGS,recent_purchase,46
117,FLUID MILK PRODUCTS,recent_purchase,46
117,FROZEN PIE/DESSERTS,recent_purchase,46
117,FRZN BREAKFAST FOODS,recent_purchase,46
117,FRZN MEAT/MEAT DINNERS,recent_purchase,46
117,FRZN VEGETABLE/VEG DSH,recent_purchase,46
117,LUNCHMEAT,recent_purchase,46
117,PNT BTR/JELLY/JAMS,recent_purchase,46
117,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
117,REFRGRATD JUICES/DRNKS,recent_purchase,46
117,SEAFOOD - SHELF STABLE,recent_purchase,46
117,SOFT DRINKS,recent_purchase,46
117,TEAS,recent_purchase,46
117,TROPICAL FRUIT,recent_purchase,46
118,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
118,BERRIES,recent_purchase,46
118,CANDY - PACKAGED,recent_purchase,46
118,CANNED JUICES,recent_purchase,46
118,CAT FOOD,recent_purchase,46
118,CAT LITTER,recent_purchase,46
118,CHEESE,recent_purchase,46
118,CITRUS,recent_purchase,46
118,COFFEE,recent_purchase,46
118,COLD CEREAL,recent_purchase,46
118,COUPON/MISC ITEMS,recent_purchase,46
118,CRACKERS/MISC BKD FD,recent_purchase,46
118,DISHWASH DETERGENTS,recent_purchase,46
118,FLUID MILK PRODUCTS,recent_purchase,46
118,FRZN MEAT/MEAT DINNERS,recent_purchase,46
118,FRZN VEGETABLE/VEG DSH,recent_purchase,46
118,GRAPES,recent_purchase,46
118,HAIR CARE PRODUCTS,recent_purchase,46
118,LIQUOR,recent_purchase,46
118,LUNCHMEAT,recent_purchase,46
118,MAGAZINE,recent_purchase,46
118,PNT BTR/JELLY/JAMS,recent_purchase,46
118,SALAD MIX,recent_purchase,46
118,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
118,TROPICAL FRUIT,recent_purchase,46
118,UNKNOWN_COMMODITY,recent_purchase,46
118,VEGETABLES - SHELF STABLE,recent_purchase,46
119,BACON,recent_purchase,46
119,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
119,BEERS/ALES,recent_purchase,46
119,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
119,CANDY - CHECKLANE,recent_purchase,46
119,CANDY - PACKAGED,recent_purchase,46
119,CHEESES,recent_purchase,46
119,CHICKEN/POULTRY,recent_purchase,46
119,COLD AND FLU,recent_purchase,46
119,COLD CEREAL,recent_purchase,46
119,CONDIMENTS/SAUCES,recent_purchase,46
119,DRIED FRUIT,recent_purchase,46
119,EGGS,recent_purchase,46
119,FD WRAPS/BAGS/TRSH BG,recent_purchase,46
119,FLUID MILK PRODUCTS,recent_purchase,46
119,FROZEN MEAT,recent_purchase,46
119,FROZEN PIZZA,recent_purchase,46
119,MEAT - SHELF STABLE,recent_purchase,46
119,PROCESSED,recent_purchase,46
119,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
119,SEAFOOD - FROZEN,recent_purchase,46
119,SEAFOOD - SHELF STABLE,recent_purchase,46
119,SHAVING CARE PRODUCTS,recent_purchase,46
119,VALUE ADDED FRUIT,recent_purchase,46
120,SALAD BAR,recent_purchase,46
120,SOUP,recent_purchase,46
121,BEEF,recent_purchase,46
121,CAKES,recent_purchase,46
121,CARROTS,recent_purchase,46
121,CHICKEN,recent_purchase,46
121,CHICKEN/POULTRY,recent_purchase,46
121,DINNER MXS:DRY,recent_purchase,46
121,DINNER SAUSAGE,recent_purchase,46
121,DRY SAUCES/GRAVY,recent_purchase,46
121,FLUID MILK PRODUCTS,recent_purchase,46
121,LUNCHMEAT,recent_purchase,46
121,PORK,recent_purchase,46
121,POTATOES,recent_purchase,46
121,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
121,REFRGRATD JUICES/DRNKS,recent_purchase,46
121,SOFT DRINKS,recent_purchase,46
121,SUGARS/SWEETNERS,recent_purchase,46
121,VEGETABLES - ALL OTHERS,recent_purchase,46
121,VEGETABLES - SHELF STABLE,recent_purchase,46
122,CANDY - PACKAGED,recent_purchase,46
123,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
123,BAKING MIXES,recent_purchase,46
123,BEEF,recent_purchase,46
123,BREAKFAST SWEETS,recent_purchase,46
123,CHEESE,recent_purchase,46
123,CHICKEN,recent_purchase,46
123,COFFEE,recent_purchase,46
123,CONDIMENTS/SAUCES,recent_purchase,46
123,DRY NOODLES/PASTA,recent_purchase,46
123,EGGS,recent_purchase,46
123,FLUID MILK PRODUCTS,recent_purchase,46
123,HOT DOGS,recent_purchase,46
123,MEAT - SHELF STABLE,recent_purchase,46
123,MILK BY-PRODUCTS,recent_purchase,46
123,ONIONS,recent_purchase,46
123,PASTA SAUCE,recent_purchase,46
123,POTATOES,recent_purchase,46
123,REFRGRATD DOUGH PRODUCTS,recent_purchase,46
123,SOFT DRINKS,recent_purchase,46
123,SOUP,recent_purchase,46
123,VEGETABLES - SHELF STABLE,recent_purchase,46
124,DIAPERS & DISPOSABLES,recent_purchase,46
124,FLUID MILK PRODUCTS,recent_purchase,46
125,ANALGESICS,recent_purchase,46
125,BEEF,recent_purchase,46
125,BREAKFAST SAUSAGE/SANDWICHES,recent_purchase,46
125,CANDY - PACKAGED,recent_purchase,46
125,CHEESE,recent_purchase,46
125,COUPON/MISC ITEMS,recent_purchase,46
125,EGGS,recent_purchase,46
125,FLUID MILK PRODUCTS,recent_purchase,46
125,FROZEN BREAD/DOUGH,recent_purchase,46
125,HAIR CARE PRODUCTS,recent_purchase,46
125,HEAT/SERVE,recent_purchase,46
125,HISPANIC,recent_purchase,46
125,LUNCHMEAT,recent_purchase,46
125,MEAT - SHELF STABLE,recent_purchase,46
125,MISC. DAIRY,recent_purchase,46
125,PNT BTR/JELLY/JAMS,recent_purchase,46
125,SALD DRSNG/SNDWCH SPRD,recent_purchase,46
125,SHAVING CARE PRODUCTS,recent_purchase,46
125,SOUP,recent_purchase,46
125,TOMATOES,recent_purchase,46
125,TROPICAL FRUIT,recent_purchase,46
125,VEGETABLES - ALL OTHERS,recent_purchase,46
126,BAKED SWEET GOODS,recent_purchase,46
126,BREAKFAST SWEETS,recent_purchase,46
126,FLUID MILK PRODUCTS,recent_purchase,46
127,AIR CARE,recent_purchase,46
127,BAG SNACKS,recent_purchase,46
127,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
127,BAKED SWEET GOODS,recent_purchase,46
127,BEEF,recent_purchase,46
127,CANDY - CHECKLANE,recent_purchase,46
127,CARROTS,recent_purchase,46
127,CHEESE,recent_purchase,46
127,CIGARETTES,recent_purchase,46
127,CONDIMENTS/SAUCES,recent_purchase,46
127,COUPON/MISC ITEMS,recent_purchase,46
127,DINNER MXS:DRY,recent_purchase,46
127,DRY BN/VEG/POTATO/RICE,recent_purchase,46
127,EGGS,recent_purchase,46
127,FLUID MILK PRODUCTS,recent_purchase,46
127,FRUIT - SHELF STABLE,recent_purchase,46
127,HEAT/SERVE,recent_purchase,46
127,HISPANIC,recent_purchase,46
127,LUNCHMEAT,recent_purchase,46
127,MILK BY-PRODUCTS,recent_purchase,46
127,PAPER TOWELS,recent_purchase,46
127,SALAD BAR,recent_purchase,46
127,SOUP,recent_purchase,46
127,TOMATOES,recent_purchase,46
127,VEGETABLES - ALL OTHERS,recent_purchase,46
127,VEGETABLES - SHELF STABLE,recent_purchase,46
127,VEGETABLES SALAD,recent_purchase,46
128,CANDY - PACKAGED,recent_purchase,46
128,FROZEN MEAT,recent_purchase,46
128,FRZN MEAT/MEAT DINNERS,recent_purchase,46
129,BAKED SWEET GOODS,recent_purchase,46
129,BREAKFAST SWEETS,recent_purchase,46
129,FRZN MEAT/MEAT DINNERS,recent_purchase,46
129,PIES,recent_purchase,46
129,SALAD BAR,recent_purchase,46
129,SOFT DRINKS,recent_purchase,46
131,ANALGESICS,recent_purchase,46
131,BAG SNACKS,recent_purchase,46
131,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
131,BROCCOLI/CAULIFLOWER,recent_purchase,46
131,CANDY - CHECKLANE,recent_purchase,46
131,CITRUS,recent_purchase,46
131,COFFEE,recent_purchase,46
131,CONVENIENT BRKFST/WHLSM SNACKS,recent_purchase,46
131,EGGS,recent_purchase,46
131,FLUID MILK PRODUCTS,recent_purchase,46
131,FRZN VEGETABLE/VEG DSH,recent_purchase,46
131,LUNCHMEAT,recent_purchase,46
131,ONIONS,recent_purchase,46
131,PNT BTR/JELLY/JAMS,recent_purchase,46
131,PORK,recent_purchase,46
131,SOFT DRINKS,recent_purchase,46
132,BACON,recent_purchase,46
132,BAG SNACKS,recent_purchase,46
132,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
132,BEEF,recent_purchase,46
132,BEERS/ALES,recent_purchase,46
132,CHEESE,recent_purchase,46
132,CHEESES,recent_purchase,46
132,CHICKEN,recent_purchase,46
132,COLD CEREAL,recent_purchase,46
132,CONDIMENTS/SAUCES,recent_purchase,46
132,DELI MEATS,recent_purchase,46
132,DRY NOODLES/PASTA,recent_purchase,46
132,EGGS,recent_purchase,46
132,FLUID MILK PRODUCTS,recent_purchase,46
132,HISPANIC,recent_purchase,46
132,LUNCHMEAT,recent_purchase,46
132,ONIONS,recent_purchase,46
132,PAPER HOUSEWARES,recent_purchase,46
132,PEPPERS-ALL,recent_purchase,46
132,PICKLE/RELISH/PKLD VEG,recent_purchase,46
132,PORK,recent_purchase,46
132,SALAD MIX,recent_purchase,46
132,SOUP,recent_purchase,46
132,TROPICAL FRUIT,recent_purchase,46
132,VALUE ADDED FRUIT,recent_purchase,46
132,VEGETABLES - SHELF STABLE,recent_purchase,46
133,BAKED BREAD/BUNS/ROLLS,recent_purchase,46
133,BERRIES,recent_purchase,46
133,CHEESES,recent_purchase,46
133,DELI MEATS,recent_purchase,46
133,DRIED FRUIT,recent_purchase,46
133,DRY BN/VEG/POTATO/RICE,recent_purchase,46
133,DRY NOODLES/PASTA,recent_purchase,46
133,FLUID MILK PRODUCTS,recent_purchase,46
133,ONIONS,recent_purchase,46
